상품명,URL,요약정보,여행도시,리뷰_평균점수,식사,가성비,가이드,숙소,일정,이동수단,상품명_리뷰수, 10대 이하,20대,30대,40대,50대,60대 이상 ,가족여행,나혼자,단체여행,친구들과,커플
[출국팩+노쇼핑+노팁+왕복픽업]보홀/헤난 알로나 디럭스룸 3박5일,https://www.modetour.com/package/90096033,"3박5일,진에어직항,쇼핑 없음,가이드 경비없음,선택관광있음,자유일정포함",보홀,5,1,1,8,2,2,0,10,0,1,3,3,1,1,4,0,0,5,0
[출발임박][스마트패키지] 조잔케이/북해도 여행 4일 [온천1박/삿포로 2연박/무제한대게특식/도야유람선],https://www.modetour.com/package/92265050,"3박4일,제주항공직항,쇼핑 1회,가이드 경비￥4,000,선택관광없음,인솔자동행","삿포로, 도야, 오타루, 노보리베츠",4.2,2,2,8,5,8,0,14,0,0,1,2,5,6,4,0,3,7,0
[출발확정/비즈니스탑승] 튀르키예 일주 9일 [고속열차1회/힐튼 3박포함 전일정 특급],https://www.modetour.com/package/95465950,"7박9일,아시아나 항공직항,쇼핑 6회,가이드 경비EUR90,선택관광있음","안탈리아, 파묵칼레, 이스탄불, 앙카라, 에페소, 카파도키아",4.5,1,0,12,2,4,0,15,0,2,2,1,4,4,12,0,0,1,0
[출발확정] [0527라이브M전용] [베스트셀러] 시드니 일주 6일 (전일정4성),https://www.modetour.com/package/96195708,"4박6일,젯스타 항공직항,쇼핑 3회,가이드 경비$60,선택관광있음","남부 시드니, 시드니, 블루마운틴",4.9,2,0,4,0,0,0,128,1,5,15,33,34,24,67,3,3,17,22
[출발확정] [선착순4명10만원할인] [품격] 시드니 일주 7일 (10대특전/5대특식),https://www.modetour.com/package/83919965,"5박7일,아시아나 항공직항,쇼핑 3회,가이드 경비$70,선택관광있음","포트스테판, 시드니, 블루마운틴, 남부 시드니",4.8,0,0,15,0,3,0,238,0,23,25,63,75,25,142,5,3,39,21
[출발확정] [즉시할인] 홍콩+마카오 핵심투어 3박4일 <1일자유>,https://www.modetour.com/package/95585390,"3박4일,아시아나 항공직항,쇼핑 3회,가이드 경비$40,선택관광있음,자유일정포함","홍콩, 마카오, 신계",4.9,4,2,32,5,14,3,37,0,1,0,2,5,2,6,0,0,4,0
[출발확정] 동유럽 3국9일 (체코/오스트리아/헝가리) <노팁/노옵션/노쇼핑/전일정4성호텔/스와로브스키 크리스탈월드/3코스특식>,https://www.modetour.com/package/93338277,"7박9일,대한항공직항,쇼핑 없음,가이드 경비없음,선택관광없음,인솔자동행,자유일정포함","프라하, 체스키부데요비체, 올로모우츠, 비엔나, 잘츠캄머구트, 인스부르크, 잘츠부르크, 부르노, 부다페스트, 할슈타트, 체스키크롬노프",4.821052632,1,0,14,4,8,2,19,0,0,2,1,6,9,3,0,2,10,3
[출발확정] 동유럽+발칸 5국9일 (체코/오스트리아/헝가리/크로아티아/슬로베니아)<프라하선상디너포함/노팁/노옵션/노쇼핑/전일정4성호텔>,https://www.modetour.com/package/93427698,"7박9일,대한항공직항,쇼핑 없음,가이드 경비없음,선택관광없음,인솔자동행,자유일정포함","체스키크롬노프, 할슈타트, 플리트비체, 비엔나, 부다페스트, 프라하, 블레드, 자그레브, 잘츠캄머구트, 잘츠부르크, 카를로바츠",4.5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
[출발확정] 동유럽+발칸 5국9일 (체코/헝가리/오스트리아/크로아티아/슬로베니아) <전일정 4성 호텔/프라하직항/쉔부른궁전 내부/전문인솔자 100% 동반>,https://www.modetour.com/package/93603454,"7박9일,아시아나 항공직항,쇼핑 4회,가이드 경비EUR90,선택관광있음,인솔자동행","부다페스트, 잘츠부르크, 프라하, 플리트비체, 블레드, 체스키크롬노프, 비엔나, 류블랴나, 할슈타트, 자그레브, 잘츠캄머구트",5,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
[출발확정] 동유럽+발칸 6국12일 (체코/오스트리아/헝가리/크로아티아/슬로베니아/보스니아) <프라하직항/2대 야경/전일정 4성 호텔/두브로브니크>,https://www.modetour.com/package/91547719,"10박12일,아시아나 항공직항,쇼핑 5회,가이드 경비EUR120,선택관광있음,인솔자동행,자유일정포함","잘츠캄머구트, 블레드, 플리트비체, 할슈타트, 부다페스트, 모스타르, 프라하, 잘츠부르크, 류블랴나, 비엔나, 체스키크롬노프, 자다르, 두브로브닉, 스플리트, 자그레브, 체스키부데요비체",4.5,1,1,9,3,5,4,17,0,1,2,1,5,6,7,2,1,2,3
[출발확정] 튀르키예 일주 10일 <국내선2회 탑승/힐튼 2박/돌마바흐체포함/수멜라수도원/10대 관광지/10대 특식/아마시아+트라브존 관광포함>,https://www.modetour.com/package/95476651,"8박10일,터키 항공직항,쇼핑 6회,가이드 경비EUR100,선택관광있음,인솔자동행","안탈리아, 파묵칼레, 이스탄불, 카파도키아, 트라브존, 아마시아, 에페소",5,0,0,7,2,3,3,7,0,1,0,3,3,0,3,0,0,1,3
[출발확정] 튀르키예 직항 일주 9일 [국내선+고속열차/전일정 5성+온천호텔/BIG3옵션/10대특식],https://www.modetour.com/package/91323463,"7박9일,에어프레미아직항,쇼핑 6회,가이드 경비EUR90,선택관광있음","앙카라, 이스탄불, 안탈리아, 파묵칼레, 카파도키아, 에페소",4.7,17,5,184,34,74,29,219,0,3,11,18,66,57,56,7,11,55,26
[출발확정]<1일자유/노쇼핑>[월드체인호텔] 싱가포르 3박5일,https://www.modetour.com/package/91877824,"3박5일,티웨이 항공직항,쇼핑 없음,가이드 경비$40,선택관광있음,자유일정포함",싱가포르,4.7,21,5,218,44,89,21,293,0,22,37,64,85,24,149,3,2,63,15
[출발확정]<2일자유/노쇼핑>[월드체인호텔] 싱가포르 3박5일,https://www.modetour.com/package/91877808,"3박5일,티웨이 항공직항,쇼핑 없음,가이드 경비$20,선택관광있음,자유일정포함",싱가포르,4.6,0,0,7,1,3,1,11,0,1,2,2,2,1,7,0,0,0,1
[출발확정][1일자유/노쇼핑]싱가포르 5일(월드체인호텔),https://www.modetour.com/package/90122408,"3박5일,제주항공직항,쇼핑 없음,가이드 경비$40,선택관광있음,자유일정포함",싱가포르,4.7,1,0,43,12,17,3,67,0,6,11,15,18,6,40,0,2,8,6
[출발확정][2개국여행✿] 홍콩+마카오 4일 (간식증정) [홍콩IN-OUT],https://www.modetour.com/package/91503996,"2박4일,에어부산직항,쇼핑 3회,가이드 경비$40,선택관광있음","홍콩, 마카오",4.5,4,4,57,10,16,2,75,1,4,2,17,26,7,22,0,6,25,4
[출발확정][MD추천 큐슈] 후쿠오카/유후인/벳부/구마모토 4일(특급온천1박+북큐슈 핵심일주+샤브샤브무제한+간식제공),https://www.modetour.com/package/93329731,"3박4일,에어서울직항,쇼핑 1회,가이드 경비￥4,000,선택관광없음,인솔자동행,자유일정포함","구마모토, 벳부, 아소, 유후인, 기타큐슈, 후쿠오카",4.3,0,0,2,1,0,0,4,0,0,0,0,1,1,0,0,0,2,0
[출발확정][SK스토아 홈쇼핑동시판매][팁포함/노옵션/유리다리+대협곡/리무진버스/백룡엘리베이터VIP코스진행/황룡동굴VIP] 연태 장가계 원가계 4일,https://www.modetour.com/package/93129940,"3박4일,중국동방항공경유,쇼핑 1회,가이드 경비없음,선택관광없음",장가계,4.9,0,0,3,0,2,0,4,0,0,0,0,3,1,2,0,0,1,1
[출발확정][多담은 고품격 큐슈] 후쿠오카/구마모토 3일 (무제한대게뷔페+술음료무제한),https://www.modetour.com/package/95336323,"2박3일,아시아나 항공직항,쇼핑 1회,가이드 경비없음,선택관광없음,인솔자동행","아소, 후쿠오카, 구마모토",5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
[출발확정][노옵션][60만원상당특전/아쿠아스파]나트랑+달랏 패키지 5일[4성],https://www.modetour.com/package/91064314,"3박5일,베트남 항공직항,쇼핑 2회,가이드 경비$40,선택관광없음","달랏, 나트랑",4.8,12,3,130,15,38,15,174,0,6,7,15,67,41,51,1,10,59,15
[출발확정][대한항공단독/노팁] 캐나다 완전일주 10일 <5대옵션 포함/나이아가라폭포뷰숙박/퀘벡/몬트리올/로키/밴프/밴쿠버>,https://www.modetour.com/package/90800124,"8박10일,대한항공직항,쇼핑 2회,가이드 경비없음,선택관광있음,인솔자동행","퀘벡, 나이아가라, 밴쿠버, 킹스턴, 밴프, 레이크 루이스, 칠리왁, 오타와, 캘거리, 뉴저지, 재스퍼, 몬트리올, 토론토, 벨마운트",5,0,0,4,1,0,0,4,0,0,0,0,0,2,0,0,0,1,1
[출발확정][마감임박/초특가★고품격/팁포함] 도쿄/후지산/하코네 온천 3일(전일관광/트윈룸/해적선탑승/3大특식),https://www.modetour.com/package/96496838,"2박3일,티웨이 항공직항,쇼핑 1회,가이드 경비없음,선택관광없음,인솔자동행","도쿄, 야마나시, 하코네",4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
[출발확정][모두단독] 미동부 캐나다10일 <올드퀘벡숙박/나이아가라/뉴욕/워싱턴/몬트리올/아울렛>,https://www.modetour.com/package/89171662,"7박10일,에어프레미아직항,쇼핑 2회,가이드 경비$190,선택관광있음","뉴저지, 나이아가라, 퀘벡, 뉴욕, 필라델피아, 킹스턴, 레이크 조지, 플래츠버그, 토론토, 워싱턴 DC, 몬트리올, 요크",4.8,14,2,184,36,76,44,219,0,12,20,27,56,80,97,8,20,32,38
[출발확정][벤츠VIP버스/노팁/노쇼핑] 미동부 캐나다 11일 <나이아가라폭포뷰2박/오타와/올드퀘벡숙박/3대미술관/4대야경/4대유람선/맨하튼1박>,https://www.modetour.com/package/90331634,"8박11일,아시아나 항공직항,쇼핑 없음,가이드 경비없음,선택관광있음,자유일정포함","나이아가라, 오타와, 뉴욕, 필라델피아, 헤리스버그, 토론토, 퀘벡, 플래츠버그, 레이크 조지, 몬트리올, 워싱턴 DC, 킹스턴, 뉴저지",3.8,0,0,0,0,0,0,4,0,0,0,0,2,0,1,0,1,0,0
[출발확정][비교불가/장가계직항]★장가계 럭셔리호텔 윈덤호텔숙박★[발마사지+보봉호VIP+백룡엘리베이터VIP코스진행] 장가계 원가계+천문산 6일,https://www.modetour.com/package/89932101,"5박6일,에어서울직항,쇼핑 3회,가이드 경비$60,선택관광있음",장가계,4.6,6,2,82,18,24,3,113,0,3,5,6,35,34,38,1,10,18,16
[출발확정][사막투어+호핑/간식3종/4성호텔] 나(트)랑 무이네 갈래 3박5일,https://www.modetour.com/package/88313382,"3박5일,베트남 항공직항,쇼핑 3회,가이드 경비$40,선택관광있음","판티엣, 나트랑",4.6,5,3,17,4,8,3,27,0,5,2,3,8,8,14,0,0,8,4
[출발확정][실속유니버셜] 오사카/나라/교토/유니버셜 4일 (트윈/전일),https://www.modetour.com/package/95483006,"3박4일,에어부산직항,쇼핑 1회,가이드 경비￥4,000,선택관광없음,인솔자동행","교토, 오사카, 나라, 사카이미나토",4.7,0,0,6,0,1,2,6,0,1,1,3,0,0,5,0,0,0,0
[출발확정][여름특선] 후라노/비에이/북해도 4일 (온천2박/청의호수/사계절의 언덕/무제한대게특식),https://www.modetour.com/package/95194719,"3박4일,아시아나 항공직항,쇼핑 1회,가이드 경비없음,선택관광없음,인솔자동행","소운쿄, 삿포로, 후라노, 오타루, 치토세, 죠잔케이",4.5,1,0,1,1,1,1,2,0,0,0,2,0,0,2,0,0,0,0
[출발확정][월드체인호텔+1일자유] 오사카/교토/고베/아리마온천 4일 (트윈/1일자유),https://www.modetour.com/package/95779331,"3박4일,에어서울직항,쇼핑 1회,가이드 경비￥4,000,선택관광없음,인솔자동행,자유일정포함","오사카, 고베, 교토",5,0,0,3,1,1,1,5,0,0,2,1,1,1,2,1,0,1,1
[출발확정][이번주PICK!/판매NO.1 큐슈] 후쿠오카/유후인/벳부/아소 3일 (월드체인힐튼+무제한대게뷔페+술음료무제한),https://www.modetour.com/package/96003232,"2박3일,진에어직항,쇼핑 1회,가이드 경비￥3,000,선택관광없음,인솔자동행","아소, 후쿠오카, 유후인, 벳부, 구마모토",4.4,4,0,29,6,15,6,39,0,2,2,12,19,1,25,0,0,9,2
[출발확정][장가계직항] [시그니처블랙] 장가계 원가계 3박5일 [노팁/노옵션/노쇼핑],https://www.modetour.com/package/87830709,"3박5일,대한항공직항,쇼핑 없음,가이드 경비없음,선택관광없음",장가계,4.9,2,2,60,6,16,1,75,0,0,7,7,23,30,40,2,6,10,9
[출발확정][전일관광/노쇼핑]싱가포르 5일(월드체인호텔),https://www.modetour.com/package/95485073,"3박5일,제주항공직항,쇼핑 없음,가이드 경비$40,선택관광있음",싱가포르,4.7075,4,1,84,13,23,8,120,0,5,3,17,43,26,34,0,2,48,10
[출발확정][청주출발][인기NO1_세계유산 후지산] 도쿄/후지산/하코네/오다이바 온천 4일(온천호텔1박/전일관광/트윈/해적유람선탑승),https://www.modetour.com/package/96019918,"3박4일,에어로케이직항,쇼핑 1회,가이드 경비￥4,000,선택관광없음,인솔자동행","야마나시, 도쿄, 하코네, 치바",5,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
[출발확정][품격/NO쇼핑] 미서부 완전일주 10일 <라스초특급/라스시티투어/호스슈/엔텔롭캐년/8대특식>,https://www.modetour.com/package/95631170,"8박10일,에어프레미아직항,쇼핑 없음,가이드 경비$240,선택관광있음,자유일정포함","라스베이거스, 요세미티 국립공원, 자이언 캐년, 그랜드캐년, 바스토우, 샌프란시스코, 몬터레이, 로스앤젤레스, 페이지, 솔뱅, 인천, 산호세, 라스베이거스, 요세미티 국립공원, 자이언 캐년, 그랜드캐년, 바스토우, 샌프란시스코, 몬터레이, 로스엔젤레스, 페이지, 솔뱅, 인천, 산호세",4.9,6,2,54,12,14,10,62,0,0,10,2,18,24,22,0,0,16,16
[출발확정][홍콩가족여행] 홍콩+디즈니랜드 3박5일 <반나절 자유일정>,https://www.modetour.com/package/93370035,"3박5일,진에어직항,쇼핑 3회,가이드 경비$50,선택관광있음,자유일정포함","홍콩, 란타우섬, 신계, 구룡",4.5,1,0,14,3,7,1,17,0,1,3,7,1,2,9,0,0,3,2
[출발확정][히트상품]<전일관광/노쇼핑>[월드체인호텔] 싱가포르 3박5일,https://www.modetour.com/package/88106290,"3박5일,티웨이 항공직항,쇼핑 없음,가이드 경비$40,선택관광있음",싱가포르,4.7,19,3,282,23,82,24,381,0,13,19,53,115,111,148,2,17,123,20
"[출발확정][힐링타이/쇼핑,옵션,팁NO!] 치앙마이 초특급 3박5일 (온천+마사지+특식다수+자유시간多)",https://www.modetour.com/package/87141343,"3박5일,대한항공직항,쇼핑 없음,가이드 경비없음,선택관광없음",치앙마이,5,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
[출발확정]★3NO의정석끝판왕★[전일정5성급호텔/노쇼핑+노옵션+노팁/유리다리/대협곡/황룡동굴/천문호선쇼/십리화랑/전신마사지/천문산사+귀곡잔도포함]연태 장가계 4일,https://www.modetour.com/package/91391165,"3박4일,중국동방항공경유,쇼핑 없음,가이드 경비없음,선택관광없음",장가계,4.8,2,0,7,0,3,0,12,0,0,0,1,8,2,2,0,1,7,1
[태국의 보석] 크라비 4성 디바나플라자 5일,https://www.modetour.com/package/92324562,"3박5일,대한항공직항,쇼핑 3회,가이드 경비$40,선택관광있음,자유일정 포함","크라비, 푸켓",5,0,0,1,0,1,0,1,,,,,,,,,,,
[특전 베캄] 베트남 하롱베이+캄보디아 6일 (준특급호텔/38만원 상당 옵션/급행비자),https://www.modetour.com/package/91367725,"4박6일,비엣젯 항공경유,쇼핑 4회,가이드 경비$60,선택관광없음","하롱베이, 씨엠립, 하노이",4.8,4,0,15,2,0,0,23,0,3,1,1,4,9,10,2,2,3,1
[판매NO.1 큐슈] 구마모토/후쿠오카/유후인/벳부 4일 (월드체인힐튼+무제한대게뷔페+술음료무제한),https://www.modetour.com/package/89398151,"3박4일,티웨이 항공직항,쇼핑 1회,가이드 경비￥4,000,선택관광없음,인솔자동행","후쿠오카, 아소, 구마모토, 유후인, 벳부, 오이타, 고고노에",4.9,0,0,5,1,1,0,7,0,0,0,3,0,3,4,0,1,0,1
[판매NO.1 큐슈] 후쿠오카/유후인/벳부 4일 (월드체인힐튼+무제한대게뷔페+술음료무제한),https://www.modetour.com/package/96018570,"3박4일,제주항공직항,쇼핑 1회,가이드 경비￥4,000,선택관광없음,인솔자동행","유후인, 후쿠오카, 구마모토, 아소, 벳부, 오이타, 고고노에",4.56,3,0,23,5,7,2,35,0,0,7,7,9,11,18,2,3,9,2
[품격] 시드니/골드코스트 7일 (10대특전/6대특식),https://www.modetour.com/package/94808099,"5박7일,아시아나 항공직항,쇼핑 3회,가이드 경비$70,선택관광있음","골드코스트, 포트스테판, 시드니, 블루마운틴",4.8,0,2,17,0,12,1,23,0,2,0,5,7,1,11,0,1,1,2
[품격있게계림정복] ★쉐라톤2연박★계림/양삭/광저우 4박5일 [5성호텔/3회특식/양강사호유람선/루이봉케이블카 포함],https://www.modetour.com/package/88111393,"4박5일,대한항공직항,쇼핑 1회,가이드 경비없음,선택관광있음","계림, 양삭, 광저우",5,1,0,2,1,0,0,2,0,0,0,0,1,1,0,0,0,2,0
[품위있는 여행] 오사카/나라/교토/고베 온천 4일 (팁포함/4대특식/전일),https://www.modetour.com/package/91534662,"3박4일,아시아나 항공직항,쇼핑 1회,가이드 경비없음,선택관광없음,인솔자동행","나라, 교토, 고베, 오사카",4.7,0,0,8,1,2,0,11,0,0,0,1,7,3,6,0,0,5,0
[프리미엄 간사이비경] 오사카/교토/오하라/이부키야마/비와코 온천 4일(노쇼핑/팁포함/특급/코스요리),https://www.modetour.com/package/93655047,"3박4일,아시아나 항공직항,쇼핑 없음,가이드 경비없음,선택관광없음,인솔자동행","교토, 기후, 오사카",5,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
[하롱베이크루즈/노옵션] 하노이/하롱베이+닌빈 5일 (하노이2박+하롱1박/쇼핑1회/팁포함),https://www.modetour.com/package/90518556,"3박5일,베트남 항공직항,쇼핑 1회,가이드 경비없음,선택관광없음","하노이, 하롱베이",4.6,1,0,5,0,1,0,5,0,0,0,1,0,3,1,0,0,2,1
[한번에 두도시] 마카오+홍콩 3박4일 <반나절 자유시간>,https://www.modetour.com/package/91564520,"3박4일,대한항공직항,쇼핑 3회,가이드 경비$40,선택관광있음,자유일정포함","홍콩, 신계, 마카오",4.8,0,0,2,0,2,1,2,0,2,0,0,0,0,1,0,0,1,0
